CD_MUN,NM_MUN_x,População_total_2021,Total_confirmados_anual,V00001,V00002,V00004,V00111,V00112,V00113,V00114,V00119,V00120,V00121,V00122,V00127,V00128,V00135,V00199,V00200,V00201,V00309,V00310,V00311,V00312,V00313,V00314,V00397,V00398,V00399,V00463,V00464,V00465,V00466
3500907,Altair,-0.13602508571742747,-0.29148429862493,-0.13710992587070725,-0.06679276869664023,-0.13710992587070725,-0.1333158842905345,-0.33802062705160024,-0.2927886626339005,-0.3647888464638194,-0.15642032105713913,-0.42893595357221476,-0.2940456168869091,-0.3670015395257105,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.136839511562761,-0.23794715707197336,-0.20005057532992704,-0.13136227865122768,-0.19051447360580384,-0.3579705102210892,-0.3830404070676732,-0.1710793604503309,-0.0930144675840972,-0.13430158412948967,-0.14361310625800777,-0.4636883813799899,-0.18408586005602118,-0.4435897153631232,-0.22855724151293882,-0.4479181510562894
3501004,Altinópolis,-0.11207380248292721,-0.3092226007729725,-0.10958946094026989,-0.06679276869664023,-0.10958946094026989,-0.10743571699945775,-0.33802062705160024,-0.3001518839467908,0.2688419625264691,-0.11653119556451243,-0.42738550143766174,-0.301602458286943,0.28114568239784465,-0.16978661810025464,-0.15052349473747326,-0.08610096362934734,-0.1092240016378745,-0.23794715707197336,-0.22383139129900373,-0.10468226812884121,-0.17261199766990945,-0.22387450927204547,-0.3341800684714323,-0.1710793604503309,-0.0930144675840972,-0.10609715394207868,-0.13483241440826052,0.3263796208410899,-0.08262072353543783,-0.2827128124377471,-0.028091057739503,-0.2761652751225673
3501103,Alto Alegre,-0.13629032474075706,-0.10798462123138738,-0.13575053650253016,-0.06679276869664023,-0.13575053650253016,-0.13238415197079761,-0.26343356534349316,-0.3001518839467908,-0.3706739623367942,-0.15501786363616782,-0.30489978280797225,-0.301602458286943,-0.3730214827633906,-0.17011323713851234,-0.16831121214115533,-0.0865711376942075,-0.13544234959904095,-0.23794715707197336,-0.22383139129900373,-0.13072516218435243,-0.15470952173401506,-0.2805905227881984,-0.439824043814656,-0.1710793604503309,-0.0930144675840972,-0.1336560160607556,-0.1352683352802338,-0.34213945796136225,-0.22124210723257282,-0.3840525938080627,-0.29728850452097394,-0.38108823824161153
3501152,Alumínio,-0.10672514789217538,-0.31105759754690787,-0.11036379665632012,-0.06679276869664023,-0.11036379665632012,-0.10824591901662026,-0.2850245568905768,-0.07041937898461381,-0.2843589295331636,-0.11804153432555846,-0.37311967672830565,-0.0703631114459057,-0.2867356296899761,-0.1710930942532854,-0.037867951180820085,-0.08559596185597901,-0.1100921969322026,-0.19263877892587272,-0.22383139129900373,-0.11168448148859422,-0.16507411306532233,0.16610304102894408,-0.3896431555266247,-0.1710793604503309,-0.06254064159492083,-0.10981387107566418,-0.09067985751839665,-0.8232706131600968,-0.12406423000159159,-0.26687847159863526,-0.10541372862354254,-0.28151166814774153
3501202,Álvares Florence,-0.1372116813481125,-0.04742972769151832,-0.1356644992007468,-0.03964446815706272,-0.1356644992007468,-0.13343162743584344,-0.08579858943339605,-0.27511693148296384,-0.3647888464638194,-0.15659113317892412,-0.024267946453873566,-0.27590919752682774,-0.3670015395257105,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13534460575795765,-0.23794715707197336,-0.22383139129900373,-0.13179309073835288,-0.1848610601523635,-0.3390651723823716,-0.20476619867598317,-0.1710793604503309,-0.0930144675840972,-0.13479672857055755,-0.13271508445867608,0.4175413134050606,-0.2512529222597876,-0.24217689988962082,-0.3574283596530047,-0.23138923353673313
3501301,Álvares Machado,-0.09441047895187238,0.0871367023970796,-0.08783349522931762,-0.06679276869664023,-0.08783349522931762,-0.08790406122857582,0.3136347541876511,-0.2250470265553099,-0.34517179355390337,-0.09161060600725272,0.498234422890498,-0.22452267600659723,-0.34693506206677693,-0.1054426675634904,0.2230185707398504,-0.07922249119898565,-0.08748462145340732,-0.22284436435660648,-0.22383139129900373,-0.08487097989695769,-0.15376728615844168,-0.14561520380014453,-0.1532647606961616,-0.15820211833036396,-0.09221252479490835,-0.08555806111449073,-0.11228907788621437,0.9138660840311236,-0.241249317250716,0.03650749887874725,-0.3459731491516655,0.017218042133868534
3501400,Álvaro de Carvalho,-0.13381343100410018,-0.24989103841572702,-0.13774086608378522,-0.06679276869664023,-0.13774086608378522,-0.13331009713326905,-0.4479384022003896,-0.2986792396842128,-0.34909520413588657,-0.15640234083379334,-0.5963847841039421,-0.30009109000693623,-0.35094835755856363,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13743172424697156,-0.23794715707197336,-0.22383139129900373,-0.13155644747922776,-0.18674553130351026,-0.3570911921820791,-0.44444596773592204,-0.1710793604503309,-0.0930144675840972,-0.1346086990359748,-0.14373765507857156,-0.6612053819352599,-0.19980581078456225,-0.506293705086006,-0.254331465140952,-0.5100699699739398
3501509,Alvinlândia,-0.13793959295349076,-0.3055526072251016,-0.13866433312292661,-0.06679276869664023,-0.13866433312292661,-0.1340855762068389,-0.46756657633410204,-0.304569816734525,-0.35105690942687817,-0.1576249960213068,-0.6273938267950028,-0.3061365631269633,-0.352955005304457,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.1383516662806967,-0.23794715707197336,-0.22383139129900373,-0.13241200387760313,-0.18297658900121672,-0.3575308512015842,-0.4523692658866638,-0.1710793604503309,-0.0930144675840972,-0.1355676496623468,-0.141682599539269,-0.7928833823054399,-0.27697647799740027,-0.48855924334620077,-0.40897680690903104,-0.49135759438583004
3501608,Americana,0.3429188135593704,2.320939441867805,0.36719485062239715,-0.05515778275110701,0.36719485062239715,0.354547260343871,2.656257337046225,-0.13816101506320447,-0.27455040307820555,0.4054346881636614,0.27651976764941455,-0.136863315766204,-0.29476222067354957,0.24599941760178035,0.6084191144862954,0.26797493491886576,0.3650233656605667,0.20003383167366626,2.8082226447582754,0.39147976517012223,0.14492139129832257,-0.09857168871310294,-0.04497968596935726,-0.16335301517835074,-0.06013481322735427,0.3905577910536179,0.11314428733424711,-0.6814635358383645,3.09852566934933,0.32025888671563113,-0.008044439362159417,0.09875053576777554
3501707,Américo Brasiliense,-0.0615706970182741,1.7704404096871773,-0.07904048298705825,-0.05515778275110701,-0.07904048298705825,-0.07394543790431884,-0.4803248895210151,-0.29573395115905665,-0.35498032000886137,-0.06549433159749825,-0.6475497045441923,-0.2970683534469227,-0.35696830079624375,-0.15998804695252405,-0.16831121214115533,-0.08498647695708621,-0.07862442974109209,-0.23794715707197336,-0.22383139129900373,-0.06946489695032607,-0.1848610601523635,-0.35665153316257403,-0.4464267922736075,-0.1710793604503309,-0.09241301049220556,-0.07042795123173291,-0.14249216687293365,-0.7675606899265591,-0.25411109511952235,-0.5018600896510547,-0.3631559649036743,-0.5053918760769124
3501806,Américo de Campos,-0.13247128166048497,-0.053546383604636406,-0.1308980326819487,-0.06679276869664023,-0.1308980326819487,-0.12734932514985917,-0.31741104421120225,-0.24713669049398074,-0.3706739623367942,-0.14715151592238634,-0.390174650208389,-0.2471932002066989,-0.3730214827633906,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13057815609571927,-0.23794715707197336,-0.22383139129900373,-0.1253612483108501,-0.19051447360580384,-0.3628067594356449,-0.31503209794047293,-0.1710793604503309,-0.0930144675840972,-0.12837865379013336,-0.13856887902517423,-0.08891253417255464,-0.07976255067570309,-0.4600574298357995,-0.013772044612829012,-0.461284133619225
3501905,Amparo,0.0014484995021428499,-0.2982126201293599,-0.003975805091136212,-0.05515778275110701,-0.003975805091136212,-0.012254341454659146,0.8563537689847986,-0.07925524456008216,1.0515623736321196,0.009123595287514538,1.2502037081487183,-0.0854767942459735,1.0236053483783878,-0.0760469541202986,0.26452324468177524,-0.04874824625434527,-0.005253302913801518,0.879659503865176,0.3052917640129528,-0.011638992861551196,-0.02656548345603419,0.24787961865688551,0.5915252654735658,-0.10411770142650284,-0.03306924409223052,-0.00694291270544715,0.02490144796480128,-0.499140150710423,0.033135277283819216,0.8801611787866253,0.057823021020540925,0.8505870549329015
3502002,Analândia,-0.13422225807013452,-0.28781430507705913,-0.1348098620030321,-0.06679276869664023,-0.1348098620030321,-0.131261443461301,-0.4126076887597073,-0.30309717247194695,-0.1293842115448268,-0.15325580174828077,-0.5684766456819876,-0.30462519484695655,-0.12821045776440074,-0.17207295136805845,-0.06751414685362356,-0.0865711376942075,-0.1344994090144727,-0.23794715707197336,-0.22383139129900373,-0.12969364028560196,-0.17732317554777638,-0.33818585434336146,-0.34870611508112553,-0.1710793604503309,-0.0916110677030167,-0.13242755643481505,-0.13676292112699928,-0.44849476595266147,-0.005450056322599797,-0.49869322148323236,0.0807334420232193,-0.5020503804361784
3502101,Andradina,-0.03026052659515555,0.8841369678763663,-0.018762749357636326,-0.05515778275110701,-0.018762749357636326,-0.01858549150305762,0.3823333636556444,-0.2206290937675757,-0.3706739623367942,0.01706186389467915,0.6796373226332028,-0.21998857116657689,-0.3730214827633906,-0.12503980985895158,-0.16831121214115533,-0.08031956401699271,-0.018465970373178816,-0.18257025044896147,-0.1346533314149661,-0.014005425452802214,-0.14528716597828117,-0.17067576791193304,0.11348627704547835,-0.1710793604503309,-0.0930144675840972,-0.01057815037404679,-0.13066002891937353,2.5699701656099254,-0.22838753938190967,0.0751432905261801,-0.3602921622783395,0.09808223663962876
3502200,Angatuba,-0.09312217512427146,-0.30861093518166066,-0.09575466281350561,-0.06679276869664023,-0.09575466281350561,-0.09853506912520103,-0.1034639461537372,0.17845750139107797,0.6533361995608237,-0.10281228515167753,-0.053726537010381166,0.1895922327152604,0.6724419928470499,-0.17076647521502772,-0.16831121214115533,-0.08603130821233101,-0.0954651185959729,-0.21781010011815086,-0.2059957793221962,-0.10230369998584019,-0.1603629351874554,-0.10560623302518393,0.7664980996357801,-0.16335301517835074,-0.09060863921653065,-0.09373107821768716,-0.1335869262026226,1.8963865483316973,-0.1283514892911937,0.27782285326681144,-0.11400513649954692,0.3166160515436254
3502309,Anhembi,-0.13064053411599943,-0.31044593195559606,-0.13270481601939924,-0.06679276869664023,-0.13270481601939924,-0.13021396799625518,-0.29189441783737613,-0.26039048885718324,-0.0607245263601206,-0.15179940365727207,-0.3514133468445632,-0.26079551472675994,-0.05597113891223977,-0.17207295136805845,-0.16831121214115533,-0.08620544675487182,-0.13238929197461563,-0.23794715707197336,-0.22383139129900373,-0.1286317795074765,-0.10477103622862545,-0.3570911921820791,-0.25626763665580476,-0.1710793604503309,-0.09241301049220556,-0.1303153579963356,-0.13203006594557523,-0.5751082278470653,-0.16407865003787797,-0.308047757780326,-0.18273639950758205,-0.3015606419921449
3502408,Anhumas,-0.13610286257389254,-0.1367329040230424,-0.13594555438657246,-0.06679276869664023,-0.13594555438657246,-0.13222789872463056,-0.3596116185986839,-0.2854254413210103,-0.31966962477101246,-0.15472118995096235,-0.45684409199416937,-0.2864887754868752,-0.3208486413701633,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13563783728120754,-0.23794715707197336,-0.22383139129900373,-0.1304885189252273,-0.1744964688210562,-0.34038414944088674,-0.3830404070676732,-0.1710793604503309,-0.0930144675840972,-0.1332360834335208,-0.14143350189814144,-0.37759122729179534,-0.27697647799740027,-0.3948199455786588,-0.40897680690903104,-0.3924493234201068
3502507,Aparecida,-0.0722081778486508,-0.2896493018509946,-0.07925844415157608,-0.06679276869664023,-0.07925844415157608,-0.07473249129241957,-0.49013897658787126,-0.3119330380474153,-0.16665661207366728,-0.0816046117153227,-0.6630542258897225,-0.31369340452699723,-0.1643301171904812,-0.10054338198962509,-0.16831121214115533,-0.05942293891209644,-0.0789061619889204,-0.20270730740278398,-0.22383139129900373,-0.07171604179995203,-0.18768776687908367,-0.34522039865544246,-0.34210336662217405,-0.10926859827448962,-0.07717609749761738,-0.0835461450944554,-0.023859415285922846,-0.5903018432743937,-0.2812637372870024,-0.43535585812678507,-0.4175682147850355,-0.43522046762150063
3502606,Aparecida d'Oeste,-0.1362025764924375,-0.07923633843973237,-0.1351712186705222,-0.06679276869664023,-0.1351712186705222,-0.1316839059416786,-0.2801175133571487,-0.3119330380474153,-0.3706739623367942,-0.15387611945371038,-0.3343583733644799,-0.31369340452699723,-0.3730214827633906,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13489038437880585,-0.23794715707197336,-0.2059957793221962,-0.12996062242410208,-0.1839188245767901,-0.32455642473870455,-0.37511710891693145,-0.1710793604503309,-0.0930144675840972,-0.13268453013207812,-0.13844433020461044,-0.3623976118644669,-0.2712601322779308,-0.37075174750320883,-0.39752159640769186,-0.36839055480682276
3502705,Apiaí,-0.09639877448765895,-0.3122809287295315,-0.09388478545474727,-0.020252824914507354,-0.09388478545474727,-0.0984193259798921,-0.38905387979925243,-0.002677742906023152,2.081457651402712,-0.10327977095866799,-0.5033576560307603,0.0036939342744265065,2.129268256365629,-0.17076647521502772,-0.16831121214115533,-0.08486457997730765,-0.09388396822550782,-0.21781010011815086,-0.17032455536858115,-0.10735815728971737,-0.11984680543779967,0.06674010262080017,0.7697994738652559,-0.03458059397868139,0.028479864978013872,-0.0949031289832529,-0.10213834901026542,2.215452472305595,-0.15693321788854112,0.46593482243545986,-0.17414499163157768,0.5151008926032187
3502754,Araçariguama,-0.09787055192538262,-0.3122809287295315,-0.10202391420345311,-0.05515778275110701,-0.10202391420345311,-0.10567642119076201,0.12422287379732652,0.2638708686206053,0.3178845948012592,-0.11569511517893337,0.18194218744167961,0.26213791015558585,0.3032188076026716,-0.15704847560820487,0.31195715775826083,-0.08336698851145674,-0.10205995305023999,-0.05671364448757076,-0.11087251544588941,-0.11258251231809462,0.05446677604327724,0.2773367729637246,0.1729110131760417,-0.1710793604503309,-0.012820188665212003,-0.10026197071886099,-0.11558962163115483,-0.0028153800843600395,-0.0397481306394167,0.3278593703184048,-0.07677570237019456,0.33399182887544165
3502804,Araçatuba,0.2528572023295594,1.4107810419958338,0.30161148338300137,0.049557090758691955,0.30161148338300137,0.2983944733972436,1.2920992347532136,-0.12048928391226778,-0.35498032000886137,0.37344787083150777,1.4099002780076806,-0.11721552812611587,-0.35696830079624375,0.7970057351424975,0.3297448751619429,0.13230359642532677,0.30234656497533086,0.059074432996908684,-0.17032455536858115,0.32072343069171677,-0.08875303144387785,0.1234561161369531,0.06330538875744708,-0.1710793604503309,-0.09121009630842229,0.31337793475855585,0.14571380391167843,1.3494163929478729,0.47329389768296953,0.4076644481475284,-0.03954626824084219,0.39948514343382596
3502903,Araçoiaba da Serra,-0.07384747466953,-0.304329276042478,-0.07690102208271203,-0.06679276869664023,-0.07690102208271203,-0.08172337726907895,0.3440584240949053,0.8352568425008917,-0.35301861471786977,-0.08301605924796691,0.6253714979238466,0.8530829076382367,-0.3549616530503504,0.06080642290967206,-0.09716034252642702,-0.0863969991516667,-0.07745150364809253,-0.03154232329529262,0.2696205400593378,-0.11226092019671947,-0.10477103622862545,1.8280141347580763,1.0405121606822667,-0.16335301517835074,-0.09241301049220556,-0.0800989369604385,-0.028841368108474482,-0.564979150895513,0.3918359711805294,0.25882164425987725,0.9284190191223194,0.28320109513628644
3503000,Aramina,-0.13307754228523833,-0.3092226007729725,-0.1329629279247493,-0.05515778275110701,-0.1329629279247493,-0.12871509426450453,-0.4410685412535903,-0.26775371017007354,-0.34124838297192017,-0.1492911625005349,-0.5901829755657301,-0.2683523561267938,-0.3429217665749902,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.13264802567160083,-0.23794715707197336,-0.22383139129900373,-0.12701775112472583,-0.13774928137369405,-0.36236710041613984,-0.4107719505952695,-0.1710793604503309,-0.0930144675840972,-0.12978887529950392,-0.1391293487177113,-0.6460117665079315,-0.241249317250716,-0.46575779253787974,-0.34310934652633074,-0.4679671249006928
3503109,Arandu,-0.13171345587954322,-0.31533925668609053,-0.1308177312002842,-0.06679276869664023,-0.1308177312002842,-0.1288076887807517,-0.1682369207949881,-0.28984337410874444,-0.11761397979887715,-0.1494350042873012,-0.17621225564007065,-0.29102288032689555,-0.11416392354314721,-0.17207295136805845,-0.08530186425730563,-0.0865711376942075,-0.13055515754487615,-0.23794715707197336,-0.22383139129900373,-0.127436427660101,-0.10477103622862545,-0.23618496181818718,-0.33814171754680317,-0.1710793604503309,-0.0930144675840972,-0.12768921216332998,-0.13813295815320098,-0.6054954587017222,-0.016882747761538763,-0.31881510955092207,0.07500583677254971,-0.31292172717064015
3503158,Arapeí,-0.13953302137183926,-0.31533925668609053,-0.13936410317743128,-0.06679276869664023,-0.13936410317743128,-0.1354166223778916,-0.4930832027079281,-0.28984337410874444,-0.12153739038086037,-0.1597196920410909,-0.6677055822933816,-0.29102288032689555,-0.11817721903493393,-0.17207295136805845,-0.16831121214115533,-0.08651889613144527,-0.1390933695453876,-0.23794715707197336,-0.22383139129900373,-0.13422020108835392,-0.19051447360580384,-0.3104873361145426,-0.42793909658854334,-0.09896680457851607,-0.0914105820057195,-0.13696533586941181,-0.13682519553728117,-0.6865280743141406,-0.25982744083899184,-0.4302888690582693,-0.3746111754050135,-0.4298740745963264
3503208,Araraquara,0.33528471595556797,12.485598238287444,0.38614600029521184,-0.02413115356301843,0.38614600029521184,0.38807226238260256,0.38625899848238693,0.004685478406867137,-0.23139288667639024,0.4948053883038918,0.5664543168108315,0.009739407394453626,-0.23255614055085544,0.866248971253127,-0.07344338598818424,0.16323060158057323,0.38720546794876404,-0.15739892925668333,-0.15248894339177363,0.4155870387215076,-0.14057598810041422,-0.12451157086390158,-0.12487294232267021,-0.16335301517835074,-0.0930144675840972,0.4191132097055833,0.017428518730973827,0.5238966213963598,0.1431749323836068,0.06690943328984195,0.18096653390993722,0.08137475843595929
3503307,Araras,0.12827263822111104,1.4811225849966916,0.13069551548029754,-0.06679276869664023,0.13069551548029754,0.1279337561435169,0.6051131400732801,0.19907452106717077,-0.18235025440160013,0.1913981094554223,0.4083081990864222,0.20924002035534855,-0.24058273153442886,0.1836151812945622,-0.0260094729116987,0.005617806726893172,0.13119134960076886,-0.23794715707197336,0.03775758436083996,0.14347156183114051,-0.04823690169422213,-0.11352009537627504,0.007182026856359466,-0.16077756675435736,-0.09181155340031392,0.14995519860154383,-0.07212208325439182,0.13899169723737223,0.6762241707241362,0.11061221400579058,0.37570511243270344,0.09875053576777554
3503356,Arco-Íris,-0.14092303339635606,-0.25050270400703883,-0.14024741947574046,-0.06679276869664023,-0.14024741947574046,-0.13635992901215938,-0.3556859837719414,-0.3060424609971031,-0.3647888464638194,-0.1611491197970809,-0.4506422834559572,-0.3076479314069701,-0.3670015395257105,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.1409217543374163,0.5977407065116609,-0.22383139129900373,-0.13479057202060415,-0.022796541153740635,-0.3799534611963423,-0.45567064011613956,-0.1710793604503309,-0.0930144675840972,-0.13812485133267205,-0.14099758102616816,-0.2611068423489438,-0.02545726634074299,-0.5278284086271982,0.09505245514989329,-0.5327921403309304
3503406,Arealva,-0.1271425698534421,-0.2902609674423064,-0.12680265711706074,-0.06679276869664023,-0.12680265711706074,-0.12583308994631218,0.05159862950259068,-0.22651967081788793,-0.2902440454061384,-0.144993889120892,0.13852952767419474,-0.226034044286604,-0.2907489251817629,-0.16554057060290472,0.02735367929934754,-0.0865711376942075,-0.12653041114732866,-0.19263877892587272,-0.22383139129900373,-0.12468165741284981,-0.18768776687908367,-0.16100326948282168,-0.2377799409707406,-0.1710793604503309,-0.0930144675840972,-0.1260596228636129,-0.11988655594060561,-0.09397707264833079,-0.11691879785225473,-0.16743881112901302,-0.08823091287153374,-0.17458380764425693
3503505,Areias,-0.13663334062055174,-0.31533925668609053,-0.13740245269677068,-0.06679276869664023,-0.13740245269677068,-0.1339119614888755,-0.48326911564107194,-0.2927886626339005,0.02951391702549324,-0.15733731244777424,-0.6522010609478514,-0.2940456168869091,0.034328009652961414,-0.17207295136805845,-0.16831121214115533,-0.0865711376942075,-0.1370924956220354,-0.23794715707197336,-0.22383139129900373,-0.13282461263710332,-0.19051447360580384,-0.3307116510117754,-0.41275277513295494,-0.10669314985049623,-0.0651469556597846,-0.134759122663641,-0.1391293487177113,-0.5700436893712891,-0.2812637372870024,-0.36758487933538647,-0.4175682147850355,-0.36438076003794206
3503604,Areiópolis,-0.12211499408040505,-0.3061642728164134,-0.12493851557842128,-0.06679276869664023,-0.12493851557842128,-0.1208561346980282,-0.38316542755913874,-0.2972065954216347,-0.3314398565169621,-0.13714552163045632,-0.4940549432234421,-0.2985797217269294,-0.3328885278455234,-0.1710930942532854,-0.16831121214115533,-0.0865711376942075,-0.12461003215192744,-0.23794715707197336,-0.22383139129900373,-0.1185956782102222,-0.18768776687908367,-0.3359875592458362,-0.4147335996706404,-0.1710793604503309,-0.09241301049220556,-0.12069451347685206,-0.1433640086168802,-0.7169153051687975,-0.25982744083899184,-0.4296554954247048,-0.3746111754050135,-0.4292057754681796
